S.NO,Movie,Year,Language,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,PosterURL
1429,Taxi No. 9211,2006,Hindi,,,"Taxi No. 9 2 11: Nau Do Gyarahis a 2006 IndianHindi-languagecomedy thriller film[1]directed byMilan Luthriaand produced byRamesh Sippy. The film starsNana Patekaralong withJohn Abrahamin lead roles. It was released on 24 February 2006, received a positive response from critics, and was a moderate success at the box office. The film's basic premise is loosely based on the 2002 American filmChanging Lanes.[3]In the same year it was remade inTeluguasGame, and in 2009, it was remade inTamilasTN-07 AL 4777.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Taxinumber9211.JPG/250px-Taxinumber9211.JPG
1430,Malamaal Weekly,2006,Hindi,,,,,,,
1431,Souten: The Other Woman,2006,Hindi,,,,,,,
1432,Saawan... The Love Season,2006,Hindi,,,"Saawan... The Love Seasonis a 2006 IndianHindi-languageromance filmdirected bySaawan Kumar. The film starsSaloni Aswani, Kapil Jhaveri,Ranjeet,Prem Chopra, andSalman Khanin a special appearance.[2]",,,,https://upload.wikimedia.org/wikipedia/en/4/41/Saawan..._The_Love_Season.jpg
1433,Shaadi Se Pehle,2006,Hindi,,,,,,,
1434,Gangster,2006,Hindi,,,,,,,
1435,Tom Dick And Harry,2006,Hindi,,,"Tom, Dick, & Harryis a 2006 IndianHindi-languagecomedy filmreleased on 12 May 2006. It starsDino Morea,Jimmy Sheirgill,Anuj Sawhney,Celina Jaitly,Rakesh Bedi,Kim Sharma,Gulshan GroverandShakti Kapoor.[1]It had music byHimesh Reshammiyawho made a special appearance in the film. The screenplay is actually a mixture of two different plots taken from two different films with similar titles: the 1941 American classicTom, Dick and Harryand the 1993 Hong Kong hitTom, Dick and Hairy.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Tom%2C_Dick%2C_and_Harry_%282006_film%29_poster.jpg/250px-Tom%2C_Dick%2C_and_Harry_%282006_film%29_poster.jpg
1436,Ankahee,2006,Hindi,,,,,,,
1437,The Real Dream Girls,2006,Hindi,,,The Real Dream Girlsis a 2006 HindiB-graderomantic-drama filmdirected by Suresh Jain and produced under the banner of Om Siddhi Vinayak Creators. It features actors Gulshan Rana and Tanveer Hashmi in the lead roles. Shivam–Farhaan scored the music for the film. The film was re-released on 21 November 2014.[1][2][3],,,,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/The_Real_Dream_Girl_poster.jpg/250px-The_Real_Dream_Girl_poster.jpg
1438,Yun Hota Toh Kya Hota,2006,Hindi,,,,,,,
1439,Darwaaza Bandh Rakho,2006,Hindi,,,"Darwaza Bandh Rakho(transl.Keep the Door Shut) is an IndianHindi-languageblack comedy filmdirected byJ. D. Chakravarthy,[2][3]cinematography byChota K. Naiduand released in 2006. The film was remade in Telugu in 2011 asMoney Money, More Money,withJ.D. Chakravarthyplaying the lead role and in Kannada as5 Idiots.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Darwaaza_Bandh_Rakho_poster.jpg/250px-Darwaaza_Bandh_Rakho_poster.jpg
1440,Shaadi Karke Phas Gaya Yaar,2006,Hindi,,,"Shaadi Karke Phas Gaya Yaar(transl.I'm screwed by getting married) is a 2006 Indian Hindi-languageromantic comedyfilm directed byK. S. Adhiyaman.Salman KhanandShilpa Shettystar in the roles of husband and wife.Reema Lagoo,Mohnish Behl,Aasif Sheikh, andShakti Kapooralso star. It was remade inTamilasPriyasakhistarringMadhavanandSadha. The delay of the film meant thatPriyasakhiended up releasing first.[2]",,,,https://upload.wikimedia.org/wikipedia/en/c/c9/Shaadi_Karke_Phas_Gaya_Yaar.jpg
1441,Sandwich,2006,Hindi,,,,,,,
1442,Lage Raho Munna Bhai,2006,Hindi,,,,,,,
1443,Naksha,2006,Hindi,,,"Naksha(transl.Map) is a 2006 IndianHindi-languageaction-adventure filmdirected by Sachin Bajaj. The film starsSunny Deol,Vivek Oberoi,Sameera ReddyandJackie Shroff. It was released theatrically on 8 September 2006, and was a commercial failure.[1][2][3][4][5]It is a remake of the 2003 filmThe RundownstarringDwayne Johnson.[6]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Naksha.jpg/250px-Naksha.jpg
1444,Pyaar Ke Side Effects,2006,Hindi,,,,,,,
1445,Shiva,2006,Hindi,,,,,,,
1446,Khosla Ka Ghosla,2006,Hindi,,,"Khosla Ka Ghosla(transl.Khosla's nest) is a 2006 IndianHindi-languagecomedy dramafilm directed byDibakar Banerjee, in his directorial debut. It was produced by Savita Raj Hiremath under the Taandav Films label andRonnie ScrewvalafromUTV Motion Pictures. Written byJaideep Sahni, the film starsAnupam Kher,Boman Irani,Parvin Dabas,Vinay Pathak,Ranvir ShoreyandTara Sharmain the lead roles. The story follows Kamal Kishore Khosla (Kher), a middle-classDelhiiteand his family's attempt to reclaim their land which has been seized by a builder, Khurana (Irani).",,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Khosla_Ka_Ghosla.jpg/250px-Khosla_Ka_Ghosla.jpg
1447,Rocky,2006,Hindi,,,"Rocky – The Rebelis a 2006 Indianaction dramafilm directed bySuresh Krisna. The film starsZayed Khan,Isha Sharvani,Minissha LambaandRajat Bedi. The film revolves around a young man Rocky, who cannot withstand injustice and gets into fights. However, he finds himself in trouble after involving himself with a gangster.[3]It is an official remake of theTelugufilmRaghavendra(2003).[4]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Rocky23.jpg/250px-Rocky23.jpg
1448,Woh Lamhe...,2006,Hindi,,,"Woh Lamhe...(transl.Those Moments...) is a 2006 IndianHindi-languageromantic dramafilm directed byMohit Suriand produced byMahesh BhattandMukesh BhattunderVishesh Films. The film starsKangana RanautandShiney Ahuja. The film is supposedly based onParveen Babi's life, her battle withschizophreniaand her relationship withMahesh Bhattto whom she was a lover as well as a mentor in his struggling days.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Woh_Lamhe....jpg/250px-Woh_Lamhe....jpg
1449,Iqraar by Chance,2006,Hindi,,,,,,,
1450,Zindaggi Rocks,2006,Hindi,,,,,,,
1451,Jaan-E-Mann,2006,Hindi,,,"Jaan-E-Mann(transl.Beloved) is a 2006 IndianHindi-languageromantic comedy filmdirected byShirish Kunderand produced bySajid Nadiawala. The film starsSalman Khan,Akshay Kumar, andPreity Zinta. This was Kunder's debut film as a director. He also edited and wrote the screenplay and dialogue.[2]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Jaan-E-Mann_poster.jpg/250px-Jaan-E-Mann_poster.jpg
1452,Deadline: Sirf 24 Ghante,2006,Hindi,,,,,,,
1453,Vivah,2006,Hindi,,,,,,,
1454,Kabul Express,2006,Hindi,,,"Kabul Expressis a 2006 IndianHindi-languageadventurethriller filmwritten and directed byKabir Khanin his feature directorial debut, produced byAditya Chopraand starringJohn Abraham,Arshad Warsi,Salman Shahid, Hanif Humgaam, andLinda Arsenio. Set in post-TalibanAfghanistan, the narrative follows two Indian journalists who, while reporting fromKabul, are taken hostage by a former Taliban soldier, leading to a perilous journey across the war-torn country.[2]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Kabul_Express.jpg/250px-Kabul_Express.jpg
1455,[2],2006,Hindi,,,,,,,
1456,[3],2006,Hindi,,,,,,,
1457,[4],2006,Hindi,,,,,,,
1458,[5],2006,Hindi,,,,,,,
1459,Prateeksha,2006,Hindi,,,,,,,
1460,[6],2006,Hindi,,,,,,,
1461,Sacred Evil – A True Story,2006,Hindi,,,,,,,
1462,Salaam Bacche,2006,Hindi,,,,,,,
1463,Guru,2007,Hindi,,,"Guru(transl.Teacher) is a 2007 IndianHindi-languagedrama filmdirected byMani Ratnam. Produced byMadras Talkies, the film starsAbhishek Bachchan,Aishwarya Rai Bachchan,Mithun Chakraborty,R. Madhavan, andVidya Balan. The score and soundtrack for the film were composed byA. R. Rahman. The film was rumored to be abiopicof the industrial tycoonDhirubhai Ambani, but Ratnam refuted the claims, clarifying it was a work of fiction.[3]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Guru_2007_poster.jpg/250px-Guru_2007_poster.jpg
1464,Nishabd,2007,Hindi,,,"Nishabd(pronounced[ˈnɪʃəbd];transl.Speechless) is a 2007 IndianHindi-languagedrama filmdirected byRam Gopal Varma, starringAmitabh Bachchanand debutantJiah Khan.[1]The story of the film took inspiration from the 1999 American filmAmerican Beauty, and the 1986 Indian filmAnokha Rishta.[2]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Nishabd.jpg/250px-Nishabd.jpg
1465,1971,2007,Hindi,,,,,,,
1466,Red: The Dark Side,2007,Hindi,,,,,,,
1467,Just Married,2007,Hindi,,,"Just Marriedis a 2007 Indian Hindi-languagecomedyfilm directed byMeghna Gulzar, starringFardeen Khan,Esha Deolin lead roles along withSatish Shah,Kirron KherandMukul Devin supporting roles.[1]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/JustMarried2007.jpg/250px-JustMarried2007.jpg
1468,Namastey London,2007,Hindi,,,,,,,
1469,The Namesake,2007,Hindi,,,"The Namesakeis a 2006English-languagedrama filmdirected byMira Nairand written bySooni Taraporevalabased on the novelThe NamesakebyJhumpa Lahiri. It starsKal Penn,Tabu,Irrfan Khanand Sahira Nair. The film was produced byIndian,AmericanandJapanese studios.[3]The film was filmed primarily in Kolkata (Calcutta), India, and New York City from 28 March to June 2005, with some scenes also shot in suburbs of New York and other locations like Sydney, Australia, and Agra, India. This film was released in the United States on 9 March 2007, following screenings atfilm festivalsinTorontoandNew York City.The Namesakereceived positive reviews from American critics.[4]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/The_Namesake.jpg/250px-The_Namesake.jpg
1470,Say Salaam India,2007,Hindi,,,,,,,
1471,Bheja Fry,2007,Hindi,,,"Bheja Fry(transl.Brain fry) is a 2007 IndianHindi-languagecomedy filmdirected bySagar Ballaryand produced by Sunil Doshi. The film starsRajat Kapoor,Vinay Pathak,Sarika,Milind SomanandRanvir Shorey.[5]It was released on 13 April 2007. It is based on the 1998 French filmLe Dîner de Cons.[6]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Bheja_Fry_%28film%29.jpg/250px-Bheja_Fry_%28film%29.jpg
1472,Life Mein Kabhie Kabhiee,2007,Hindi,,,,,,,
1473,Kya Love Story Hai,2007,Hindi,,,,,,,
1474,Life in a... Metro,2007,Hindi,,,"Life in a... Metrois a 2007 IndianHindi-languagedrama filmco-produced, co-written, and directed byAnurag Basu. Partly inspired byBilly Wilder's romantic comedy filmThe Apartment(1960), it features anensemble castofDharmendra,Nafisa Ali,Shilpa Shetty,Kay Kay Menon,Shiney Ahuja,Irrfan Khan,Konkona Sen Sharma,Kangana Ranaut, andSharman Joshiin lead roles. The music is composed byPritamwith lyrics bySayeed Quadri. It narrates the lives of nine people living inMumbaiand deals with topics such as extramarital affairs, sanctity of marriage, commitment phobia, and love.[2]",,,,https://upload.wikimedia.org/wikipedia/en/d/d1/Life_in_a..._Metro.jpg
1475,Raqeeb,2007,Hindi,,,,,,,
1476,Shootout at Lokhandwala,2007,Hindi,,,,,,,
1477,MP3: Mera Pehla Pehla Pyaar,2007,Hindi,,,MP3: Mera Pehla Pehla Pyaar(English:My Very First Love) is an IndianHindi-languageromantic comedyfilm starringRuslaan MumtazandHazel Crowneyin the lead roles. It was written and directed by Robbie Grewal.,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/MP3_-_Mera_Pehla_Pehla_Pyaar_%28movie_poster%29.jpg/250px-MP3_-_Mera_Pehla_Pehla_Pyaar_%28movie_poster%29.jpg
1478,Red Swastik,2007,Hindi,,,,,,,
1479,Swami,2007,Hindi,,,,,,,
1480,The Train,2007,Hindi,,,"The Train: Some Lines Should Never Be Crossed...is a 2007 IndianHindi-languagecrime thriller filmdirected by Hasnain Hyderabadwala and Raksha Mistry. The film starsEmraan Hashmi,Geeta Basra[2]and debutantSayali Bhagatin the lead roles, and tells the story of a married couple caught up in a complex emotional tangle revolving around anextramarital affair. It is a remake of the 2005 American filmDerailed, an adaptation ofJames Siegel's 2003 novelDerailed. It was abox office disappointment.[3]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Thetraine.jpg/250px-Thetraine.jpg
1481,Apne,2007,Hindi,,,,,,,
1482,Awarapan,2007,Hindi,,,,,,,
1483,My Friend Ganesha,2007,Hindi,,,"My Friend Ganeshais a 2007 IndianHindi-language film written and directed byRajiv S Ruiaand produced by Deepak Bhanushali, Manish Ruparel, Raman Trikha, Mitesh Mehta, and Ronak Bhagat. It starsAhsaas Channa,Kiran Janjani,Shital ShahandUpasana Singh.[2]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/My_Friend_Ganesha_poster.jpg/250px-My_Friend_Ganesha_poster.jpg
1484,Jahan Jaaeyega Hamen Paaeyega,2007,Hindi,,,,,,,
1485,"Gandhi, My Father",2007,Hindi,,,,,,,
1486,Kaafila,2007,Hindi,,,"Kaafila(English:Caravan) is a 2007Bollywoodaction film, directed by Amitoj Mann, released on 10 August 2007. The film starsSunny DeolandAmitoj Mann.[1][2][3]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Kaafila_poster.jpg/250px-Kaafila_poster.jpg
1487,Marigold,2007,Hindi,,,,,,,
1488,Dhokha,2007,Hindi,,,"Dhokha(transl.Betrayal) is a 2007 IndianHindi-languageaction thriller filmdirected byPooja Bhattand produced byMukesh Bhatt. The film starsMuzammil IbrahimandTulip Joshi. The soundtrack was composed byM. M. Kreem. It revolves around a moderate Indian Muslim cop, who wakes up and to his horror, discovers that his wife, who had recently been killed in a bomb blast, is accused of being a suicide bomber and had killed 20 people in the club. It is based on the novelThe AttackbyYasmina Khadra.[2]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Dhokha.jpg/250px-Dhokha.jpg
1489,Victoria No. 203,2007,Hindi,,,,,,,
1490,Darling,2007,Hindi,,,"Darlingis a 2007 IndianHindi-languagehorror film[1]starringEsha Deol,Fardeen KhanandIsha Koppikar, and directed byRam Gopal Varma.[3]It was shot inMumbai,India. The soundtrack was composed byHimesh ReshammiyaandPritam.",,,,https://upload.wikimedia.org/wikipedia/en/7/79/Darling_poster.jpg
1491,Dhamaal,2007,Hindi,,,,,,,
1492,Nanhe Jaisalmer,2007,Hindi,,,"Nanhe Jaisalmer - A Dream Come True(also known asNanhe) is a 2007 IndianHindi-languagedramafilm directed bySamir Karnikand featuringBobby Deolas himself and child actorDwij Yadavin the title role. The film has a new actor, who has appeared in a couple of films, The film is based in Rajasthan.[1]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Nanhe_jaisalmer_poster.jpg/250px-Nanhe_jaisalmer_poster.jpg
1493,Manorama Six Feet Under,2007,Hindi,,,"Manorama Six Feet Underis a 2007 Indiancrime thrillerfilm directed and co-written byNavdeep Singh. The film featuresAbhay Deol,Raima Sen, andGul Panagin the lead roles. The film was released on 21 September 2007. It follows an amateur detective in a small sleepy town fromRajasthanwho finds himself caught in a web of lies, deceit and murder. The movie is based on an Americanneo-noirfilm,Chinatown(1974).[1][2]The makers ofManorama Six Feet Underacknowledged the inspiration from the original by playing the sequence whereJack Nicholson's character gets his nose slashed on the main character's (Satyaveer) television.[3]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Manorama_six_feet_under_poster.jpg/250px-Manorama_six_feet_under_poster.jpg
1494,Johnny Gaddaar,2007,Hindi,,,,,,,
1495,Go,2007,Hindi,,,,,,,
1496,50 Lakh,2007,Hindi,,,"Aithe...(transl.If so...) is a 2003 Indian Telugu-languagethriller film[1]written and directed byChandra Sekhar Yeleti, and produced byGangaraju Gunnamunder his studio Just Yellow. The film's lead cast mostly consists of debutants includingMohit Chadda,Shashank, Abhishek, Janardhan, andSindhu Tolani, whilePavan Malhotraplays a pivotal role. The film deals with underworld criminal nexus andhijacking. The film was shot simultaneously inHindias50 Lakh(2007).[2]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/Aithe2003.jpg/250px-Aithe2003.jpg
1497,Laaga Chunari Mein Daag,2007,Hindi,,,"Laaga Chunari Mein Daag – Journey Of A Woman(transl.My Veil Is Stained) is a 2007 IndianHindi-languagedramafilm directed byPradeep Sarkarand produced byAditya Chopraunder theYash Raj Filmsbanner. The film starsJaya Bachchan,Rani Mukerji,Konkona Sen Sharma,Kunal Kapoor,Anupam Kher, andAbhishek Bachchan. The narrative follows the emotional and societal struggles of two sisters, Vibhavari and Shubhavari, as they navigate personal sacrifices, family duties, and societal judgment in a traditional yet evolving Indian landscape.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Laaga_Chunari_Mein_Daag_Poster.jpg/250px-Laaga_Chunari_Mein_Daag_Poster.jpg
1498,Jab We Met,2007,Hindi,,,"Jab We Met(transl.When We Met) is a 2007 Indian Hindi-languageromantic comedyfilm written and directed byImtiaz Aliand produced byDhilin Mehtaunder his bannerShree Ashtavinayak Cine Vision. The film starsShahid KapoorandKareena KapoorwithTarun Arora,Saumya TandonandDara Singhin supporting roles.[3]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Jab_We_Met_Poster.jpg/250px-Jab_We_Met_Poster.jpg
1499,Mumbai Salsa,2007,Hindi,,,"Mumbai Salsais a 2007 Indian film directed byManoj Tyagi, starringVir Das,Linda Arsenio,Manjari Fadnisand Dilip Thadeshwar.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Mumbai_Salsa_%28film%29.jpg/250px-Mumbai_Salsa_%28film%29.jpg
1500,No Smoking,2007,Hindi,,,"No Smokingis a 2007 IndianHindi-languagesurrealistpsychologicalthriller filmwritten and directed byAnurag Kashyapand co-produced byVishal Bhardwajand Kumar Mangat Pathak.[2]The film starsJohn Abraham,Ayesha Takia,Ranvir ShoreyandParesh Rawalin the lead roles, whileBipasha Basuappears in anItem number.[3]The film is loosely based upon the 1978 short story ""Quitters, Inc."" byStephen King, which was previously adapted as one of three segments featured in theHollywoodanthology film,Cat's Eye(1985). It became the second Indian film afterJulie Ganapathiand the first Hindi-language film to beadapted from Stephen King's work.[4]The story follows K (Abraham), a self-obsessed, narcissistchain smokerwho agrees tokick his habitto save his marriage and visits arehabilitation centre, but is caught in alabyrinthgame by Baba Bengali (Rawal), the man who guarantees he will make him quit.[5][6]",,,,https://upload.wikimedia.org/wikipedia/en/d/d4/No_Smoking_%28Poster%29.jpg
1501,Saawariya,2007,Hindi,,,,,,,
1502,Gauri: The Unborn,2007,Hindi,,,"Gauri: The Unbornis a 2007 IndianHindi-languagehorror filmdirected byAkku Akbar, starringAtul KulkarniandRituparna Sen Gupta. The film was produced byShogun Films.[1]In 2009, Akku Akbar himself remade the film inMalayalamasKana Kanmani.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Gauri_-_The_Unborn%2C_2007_Hindi_film.jpg/250px-Gauri_-_The_Unborn%2C_2007_Hindi_film.jpg
1503,Khoya Khoya Chand,2007,Hindi,,,"Khoya Khoya Chand, (translation: Lost Moon) is a 2007 IndianHindi-languageromantic dramafilm directed bySudhir Mishraand produced byPrakash Jha.[2][3]The film starsShiney AhujaandSoha Ali KhanwithRajat Kapoor,Sushmita Mukherjee,Sonya JehanandVinay Pathakin supporting roles. The film captures the lifestyle of celebrities with aplomb with the 1950s film industry as its backdrop.[4]It was released on 7 December 2007.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Khoya_Khoya_Chand.jpg/250px-Khoya_Khoya_Chand.jpg
1504,Welcome,2007,Hindi,,,,,,,
1505,Showbiz,2007,Hindi,,,"Showbizis a 2007 IndianHindi-languageaction filmdirected by Raju Khan.[1]It stars Tushar Jalota,Mrinalini Sharma,Gulshan Grover, andSushant Singh. The music was scored byLalit Pandit, ofJatin–Lalitfame.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Showbiz_%282007_film%29.jpg/250px-Showbiz_%282007_film%29.jpg
1506,Ghajini,2008,Hindi,,,"Ghajini(pronounced[ɡədʒniː]) is a 2008 IndianHindi-languagepsychologicalaction thriller filmdirected byA. R. Murugadoss(in his Hindi film debut) from a screenplay by Murugadoss andAamir Khan. A remake of Murugadoss' 2005Tamilfilmof the same name, it stars Khan,Asin,Jiah KhanandPradeep Rawat. In the film, Sanjay Singhania (Khan) seeks violent revenge for an attack which killed his fiancée and caused hisanterograde amnesia.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Ghajini_Hindi.jpg/250px-Ghajini_Hindi.jpg
1507,Rab Ne Bana Di Jodi,2008,Hindi,,,,,,,
1508,Singh Is Kinng,2008,Hindi,,,"Singh Is Kinngis a 2008 IndianHindi-languageaction comedy filmdirected byAnees Bazmeefrom a screenplay by Bazmee and Suresh Nair. The film starsAkshay Kumar,Katrina Kaif,Om Puri,Ranvir Shorey,Neha Dhupia,Javed Jaffrey,Sonu Sood, andSudhanshu Pandey. In the film, Happy Singh (Kumar) is sent toAustraliato reunite Lakhan Singh (Sood), a crime boss, with his ill father but finds himself facing love and trouble instead. The film also featured a song and a music video with American rapperSnoop Dogg.",,,,https://upload.wikimedia.org/wikipedia/en/e/e4/Singhisking.jpg
1509,Jodhaa Akbar,2008,Hindi,,,,,,,
1510,Race,2008,Hindi,,,"Raceis a 2008 IndianHindi-languageneo-noiractioncrime filmdirected byAbbas–Mustanand written by Kiran Kotrial and Shiraz Ahmed. Produced by Kumar S. Taurani and Ramesh S. Taurani underTips Industries, the film starsAnil Kapoor,Saif Ali Khan,Akshaye Khanna,Bipasha Basu,Katrina Kaif, andSameera Reddy. Set primarily inDurban,South Africa, the story revolves around two stepbrothers entangled in a complex plot of betrayal, manipulation, and ambition within the horse racing industry. It spawned theRacefranchise.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Race_%282008_film%29_poster.jpg/250px-Race_%282008_film%29_poster.jpg
1511,Golmaal Returns,2008,Hindi,,,"Golmaal Returns(transl.Chaos Returns) is a 2008 IndianHindi-languagecomedy filmdirected byRohit Shetty. The film is a remake of the 1989MarathifilmPheka Pheki, which itself was inspired by the 1973 Hindi filmAaj Ki Taaza Khabar,[3][4][5][6]it serves as the second installment in theGolmaal film series. The film starsAjay Devgn,Arshad Warsi,Tusshar Kapoor,Kareena KapoorandShreyas Talpade. The film became commercial success. It was the sixthhighest-grossing Hindi films of 2008.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Golmaalreturns1.jpg/250px-Golmaalreturns1.jpg
1512,Dostana,2008,Hindi,,,"Dostana(transl.Friendship) is a 2008 IndianHindi-languageromantic comedyfilm written and directed byTarun Mansukhani, and produced by Hiroo Yash Johar andKaran Joharunder theDharma Productionsbanner. The film starsAbhishek Bachchan,John AbrahamandPriyanka Chopraand follows two men inMiamiwho pretend to begayin order to share an apartment with a woman—only to both fall in love with her. It marked the second collaboration between Bachchan and Abraham afterDhoom(2004).",,,,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Dostana%2C_2008_film_poster.jpg/250px-Dostana%2C_2008_film_poster.jpg
1513,Bachna Ae Haseeno,2008,Hindi,,,,,,,
1514,Bhoothnath,2008,Hindi,,,"Bhoothnath(transl.Lord of ghosts)[1]is a 2008 IndianHindi-languagesupernaturalcomedy filmwritten and directed byVivek Sharma, starringAmitabh Bachchan,Juhi Chawla, Aman Siddiqui,Priyanshu ChatterjeeandRajpal Yadavand featuringShah Rukh Khanin an extended cameo appearance. The film is an adaptation ofOscar Wilde's 1887 short story ""The Canterville Ghost.""[1]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Bhoothnath_poster.jpg/250px-Bhoothnath_poster.jpg
1515,Sarkar Raj,2008,Hindi,,,,,,,
1516,My Name Is Anthony Gonsalves,2008,Hindi,,,"My Name Is Anthony Gonsalvesis a 2008 IndianHindi-languagecrime drama filmdirected byEeshwar Nivasand starring newcomerNikhil Dwivedi,Amrita RaoandMithun Chakrabortyas the lead protagonists. The name of this film is derived from superstarsAmitabh Bachchan,Vinod Khanna, andRishi Kapoor's successful filmAmar Akbar Anthony's famous song, ""My Name Is Anthony Gonsalves"". It was released on 11 January 2008 and was abox office bomb.[1][2]",,,,https://upload.wikimedia.org/wikipedia/en/4/47/My_Name_Is_Anthony_Gonsalves_film_poster.jpg
1517,Tulsi,2008,Hindi,,,,,,,
1518,Bhram,2008,Hindi,,,,,,,
1519,U Me Aur Hum,2008,Hindi,,,"U Me Aur Hum(transl.You, Me, and Us) is a 2008 IndianHindi-languageromantic dramafilm co-written, directed, and produced byAjay Devgn. The film tells the story of Ajay (Devgn), who meets barmaid Piya (Kajol) on a cruise with his friends (Sumeet Raghavan,Divya Dutta, Karan Khanna, andIsha Sharvani). They fall in love and marry; a few months later, Piya is diagnosed withAlzheimer's disease.",,,,https://upload.wikimedia.org/wikipedia/en/7/7b/Umeaurhum.jpg
1520,Pehli Nazar Ka Pyaar,2008,Hindi,,,,,,,
1521,Tashan,2008,Hindi,,,"Tashan(transl.Style) is a 2008 Indian Hindi-languageaction comedyfilm written and directed byVijay Krishna Acharyain his directorial debut, and produced byAditya Chopraunder theYash Raj Filmsbanner. It starsAkshay Kumar,Saif Ali Khan,Kareena Kapoor, andAnil Kapoor. The story follows acall centreexecutive, a gangster's aide, and a con woman involved in a chaotic pursuit across India.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Tashan_Poster.jpg/250px-Tashan_Poster.jpg
1522,Anamika,2008,Hindi,,,,,,,
1523,Bhoothnath,2008,Hindi,,,"Bhoothnath(transl.Lord of ghosts)[1]is a 2008 IndianHindi-languagesupernaturalcomedy filmwritten and directed byVivek Sharma, starringAmitabh Bachchan,Juhi Chawla, Aman Siddiqui,Priyanshu ChatterjeeandRajpal Yadavand featuringShah Rukh Khanin an extended cameo appearance. The film is an adaptation ofOscar Wilde's 1887 short story ""The Canterville Ghost.""[1]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Bhoothnath_poster.jpg/250px-Bhoothnath_poster.jpg
1524,Don Muthu Swami,2008,Hindi,,,,,,,
1525,Ghatothkach,2008,Hindi,,,,,,,
1526,Sarkar Raj,2008,Hindi,,,"Sarkar Raj(transl.Government rule) is a 2008 IndianHindi-languagepoliticalcrime thrillerfilm directed byRam Gopal Varma. The film is a sequel to the 2005 filmSarkarand the second installment of theSarkarfilm series. The film premiered at the2008 Cannes Film Festival,[2][3]theNew York Asian Film Festival,[4]and the9th IIFA World Premiere-Bangkok.[5]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Sarkar_Raj_Poster.jpg/250px-Sarkar_Raj_Poster.jpg
1527,Summer 2007,2008,Hindi,,,,,,,
1528,Haal-e-Dil,2008,Hindi,,,"Haal–e–Dil(transl.The State of Heart) is a 2008 Indian Hindi-languageromancefilm directed byAnil Devgan, starringAdhyayan Suman, Amita Patak, andNakuul Mehta.[2]Mehta plays a painter named Shekhar, who woos Sanjana Sharma (Amita Pathak), but only to find she has a long-lost boyfriend, Rohit Bakshi (Adhyayan Suman), who she believes is no more. The film was released on 20 June 2008.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/HaalEDil.jpg/250px-HaalEDil.jpg
1529,Thodi Life Thoda Magic,2008,Hindi,,,"Thodi Life Thoda Magicis a 2008 IndianHindi-language film directed byAanand L. Rai. The film starsJackie Shroff,Parmeet Sethi,Paresh Rawal,Arbaaz KhanandAnita Rajin pivotal roles. Cricket commentatorHarsha Bhoglealso plays a guest role. The film's music is by Vinay Tiwari.[1][2]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Thodi_Life_Thoda_Magic.jpg/250px-Thodi_Life_Thoda_Magic.jpg
