S.NO,Movie,Year,Language,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,PosterURL
1,Nuvve Kavali,2000,Telugu,,,"Nuvve Kavali(transl.I need only you) is a 2000 IndianTelugu-languageromance filmdirected byK. Vijaya Bhaskarand produced byRamoji RaounderUshakiran Movies. An official adaptation to the 1999 Malayalam filmNiram, the film starsTarun,Richa Pallod,Sai Kiran, andVarsha(the former three make their debuts in lead roles).[3][4]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Nuvve-Kavali.jpg/250px-Nuvve-Kavali.jpg
2,Kalisundam Raa,2000,Telugu,,,"Kalisundham Raa(transl.Come, Let's Be Together) is a 2000 IndianTelugu-languageromanticfamily drama film directed byK. R. Udayasankarand produced byD. Suresh Babu. It starsVenkatesh,SimranandK. Viswanath, with music composed byS. A. Rajkumar. It received theNational Film Award for Best Feature Film in Teluguat the47th National Film Awards. The film won fourNandi Awardsby theGovernment of Andhra Pradesh.[2]The film was remade in Hindi asKuch Tum Kaho Kuch Hum Kahein(2002) and in Kannada asOndagona Baa(2003).",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Kalisundam_Raa.jpg/250px-Kalisundam_Raa.jpg
3,Annayya,2000,Telugu,,,"Annayya(transl.Elder brother) is a 2000 IndianTelugu-language film directed byMuthyala Subbaiahwho wrote the film with Bhupati Raja and Satyanand. The film starsChiranjeevi,Soundarya,Venkat,Ravi Teja, Chandni, Sishwa,PriyaandKota Srinivasa Rao. It has music composed byMani Sharmawith cinematography byChota K. Naidu. The film is released on 7 January 2000.[1]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Annayya_2000_Poster.jpg/250px-Annayya_2000_Poster.jpg
4,Badri,2000,Telugu,,,"Badriis a 2000 IndianTelugu-languageromanticaction filmwritten and directed byPuri Jagannadhin his directorial debut. The film starsPawan Kalyan,Amisha Patel,Renu DesaiandPrakash Raj. This film marks the South Indian debut of Amisha Patel. The film's music was composed byRamana Gogula, which marks his second collaboration with Pawan Kalyan afterThammudu(1999).[1]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Badri_Telugu.jpg/250px-Badri_Telugu.jpg
5,Jayam Manadera,2000,Telugu,,,"Jayam Manadera(transl.Victory is Ours) is a 2000 IndianTelugu-languageaction drama filmdirected byN. Shankarand produced byD. Suresh Babuunder theSuresh Productionsbanner. It starsVenkatesh,SoundaryaandBhanupriya, with music composed byVandemataram Srinivas. The film was successful at thebox office.[1]The film won twoNandi Awardsand oneFilmfare Award. The film was also remade in Tamil asManikanda.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Jayam_Manadera.jpg/250px-Jayam_Manadera.jpg
6,Nuvvu Vastavani,2000,Telugu,,,"Nuvvu Vasthavani(transl.So that you would come) is a 2000 IndianTelugu-languageromance film,  directed by V. R. Prathap, written byEzhil, and produced byR. B. Choudary. It starsNagarjuna AkkineniandSimranin lead roles.The music of the movie was composed byS. A. Rajkumar. The film is a Telugu remake of the 1999 Tamil filmThullatha Manamum Thullum, in which Simran reprised her role.",,,,https://upload.wikimedia.org/wikipedia/en/5/58/Nuvvu_Vastavani_%282000_film%29.jpg
7,Kshemamga Velli Labhamga Randi,2000,Telugu,,,"Kshemamga Velli Labhamga Randi(transl.Go safe and come back prosperous) is a 2000Telugu-languagecomedy filmdirected by Raja Vannem Reddy. The film features anensemble castofSrikanth,Rajendra Prasad,Brahmanandam,Ramya Krishna,Roja,PreethiandKovai Sarala, with music composed byVandemataram Srinivas. The film is produced by M. V. Lakshmi under the ML Art Movies banner and is presented byEditor Mohan. A remake of theTamilfilmViralukketha Veekkam(1999), it was released on 4 February 2000, and did well at the box office.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Kshemamga_Velli_Labhamga_Randi.jpg/250px-Kshemamga_Velli_Labhamga_Randi.jpg
8,Chitram,2000,Telugu,,,Chitram(transl.Picture) is a 2000 IndianTelugu-languageromantic comedyfilm written and directed byTeja. This film stars debutantsUday KiranandReema Senin the lead roles. The film was sensational hit in 2000.[2]The film is produced byRamoji Rao.The music of the movie was composed byR. P. Patnaik. The film was released asChithiramin Tamil in 2001 with the film mostly featuring scenes dubbed from the original although scenes involvingManivannanandSenthilwere added.[3][4]The movie was remade in Kannada asChitraand was a successful venture. The film ran for 100 days in 12 centers.[5],,,,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Chitram.jpg/250px-Chitram.jpg
9,Devullu,2000,Telugu,,,"Devullu(transl.Gods) is a 2000Telugu-languagesupernatural filmdirected byKodi Ramakrishna. It starsPrithvi,Raasi, Master Nandan, Baby Nitya, whileSuman,Srikanth,Rajendra Prasad,Ramya Krishna,Layawere in supporting roles and music was composed byVandemataram Srinivas. It was produced by Chegondi Haribabu, Karatam Rambabu under the Babu Pictures banner.[2]The film was dubbed in Tamil asKuzhanthayum Deivamum.[3]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Devullu_poster.jpg/250px-Devullu_poster.jpg
10,Chala Bagundi,2000,Telugu,,,,,,,
11,Kalisundam Raa,2000,Telugu,,,,,,,
12,Hands Up,2000,Telugu,,,"Hands Upis a 2000 IndianTelugu-languageactioncomedy filmdirected bySiva Nageswara Raofrom a story written byJayasudha. It starsJayasudha,BrahmanandamandNagendra BabuwithChiranjeeviin a guest appearance. The film was produced by Jayasudha's husbandNitin Kapoor.[1]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Hands_Up_film_poster.jpg/250px-Hands_Up_film_poster.jpg
13,Kauravudu,2000,Telugu,,,"Kauravuduis a 2000 IndianTelugu-language film directed by V. Jyothikumar. The film starsNagendra BabuandRamya Krishnain lead roles.[1]It was produced by K. Padmaja under the banners of Sai Varun Teja Arts andAnjana Productions. The music was composed byMani Sharma, with cinematography by Mohan Chand and editing by K. Rango Paul Reddy.[2]The film was a remake of Kannada filmKowrava, which itself was inspired by the Tamil filmKadalora Kavithaigal.Kauravuduwas not successful at the box office.[3]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Kauravudu.jpg/250px-Kauravudu.jpg
14,9 Nelalu,2000,Telugu,,,"9 NelaluorTommidi Nelalu(transl.9 Months) is a 2000Telugu-languagedrama filmdirected byKranthi Kumar. It starredSoundaryaandVikram.[1]It opened to positive reviews from critics and was later re-shot and released in Tamil asKanden Seethaiyai(transl.I saw Seetha), due to Vikram's newfound popularity post-Sethu.[2]The film was premiered retrospective at theToronto International Film Festival; Kumar shot the film in  a record 15 days.[3]Noted directorsV. V. VinayakandSurender Reddyworked as assistant directors on the film.[4]The film was a box office flop although Soundarya's performance was praised.[5][6]",,,,https://upload.wikimedia.org/wikipedia/en/6/6c/9_Nelalu.jpg
15,Devullu,2000,Telugu,,,,,,,
16,College,2000,Telugu,,,,,,,
17,Uncle,2000,Telugu,,,,,,,
18,Tirumala Tirupati Venkatesa,2000,Telugu,,,"Tirumala Tirupati Venkatesais a 2000 IndianTelugu-languagecomedy filmdirected by E. Sathibabu, an assistant toE. V. V. Satyanarayana. The film is a remake of the Tamil filmThirupathi Ezhumalai Venkatesa(1999) and starsSrikanth,Ravi Teja,Bramhanandam,Roja,MaheswariandKovai Sarala. The film was produced by Chanti Addala and Sreenivasa Reddy and released on December 21, 2000. The original story itself is based onShakespeare's playTaming of the Shrew.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Tirumala_Tirupati_Venkatesa.jpg/250px-Tirumala_Tirupati_Venkatesa.jpg
19,Kushi,2001,Telugu,,,,,,,
20,Narasimha Naidu,2001,Telugu,,,"Narasimha Naiduis a 2001 IndianTelugu-languageaction drama filmdirected byB. Gopaland written by Chinni Krishna. The film starsNandamuri Balakrishnain the titular role along withSimran,Preeti Jhangiani,Asha Sainiand music composed byMani Sharma.[3][4]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Narasimha_Naidu.jpg/250px-Narasimha_Naidu.jpg
21,Nuvvu Naaku Nachav,2001,Telugu,,,,,,,
22,Manasantha Nuvve,2001,Telugu,,,,,,,
23,Nuvvu Nenu,2001,Telugu,,,"Nuvvu Nenu(transl.You and me) is a 2001 IndianTelugu-languageromantic dramafilm directed byTeja, who co-wrote the script withDasaradh. The film starsUday KiranandAnitain lead roles, withTanikella Bharani,Telangana Shakuntala,Sunil, andBanerjeein supporting roles.Nuvvu Nenumarked Anita's official acting debut.",,,,https://upload.wikimedia.org/wikipedia/en/9/9b/Nuvvu_Nenu.jpg
24,Daddy,2001,Telugu,,,,,,,
25,Murari,2001,Telugu,,,"Murariis a 2001 IndianTelugu-languagesupernaturalromanticfamily dramafilm written and directed byKrishna Vamsi. It starsMahesh Babuin thetitle role, alongsideSonali Bendre,Lakshmi,Sukumari,Satyanarayana, andGollapudi Maruthi Rao. The film features music composed byMani Sharmaand cinematography byRam Prasad. It marks the Telugu debut of Sonali Bendre and action choreographerPeter Hein. Additionally, it serves as the final on-screen appearance of veteran actorDhulipala.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Murari_poster.jpg/250px-Murari_poster.jpg
26,Student No. 1,2001,Telugu,,,,,,,
27,Anandam,2001,Telugu,,,,,,,
28,Preminchu,2001,Telugu,,,,,,,
29,Narasimha Naidu,2001,Telugu,,,"Narasimha Naiduis a 2001 IndianTelugu-languageaction drama filmdirected byB. Gopaland written by Chinni Krishna. The film starsNandamuri Balakrishnain the titular role along withSimran,Preeti Jhangiani,Asha Sainiand music composed byMani Sharma.[3][4]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Narasimha_Naidu.jpg/250px-Narasimha_Naidu.jpg
30,Eduruleni Manishi,2001,Telugu,,,,,,,
31,Prematho Raa,2001,Telugu,,,,,,,
32,Pandanti Samsaram,2001,Telugu,,,"Pandanti Samsaramis a 2001 IndianTelugu-languagefamilydrama filmdirected byKrishnaand starring himself,Babloo Prithiveeraj,Ravali,CharulathaandKota Srinivasa Rao.",,,,https://upload.wikimedia.org/wikipedia/en/7/7b/Pandanti_Samsaram.jpg
33,Maa Aavida Meeda Ottu Mee Aavida Chala Manchidi,2001,Telugu,,,"Maa Aavida Meeda Ottu Mee Aavida Chala Manchidi(transl.I swear on my wife, your wife is a good woman) is a 2001 Indian Telugu-languagedrama filmwritten, directed and produced byE. V. V. Satyanarayana. The film starsSrikanth,Raasi,Vadde Naveen, andLaya. In the film, two estranged lovers—Praveen (Naveen) and Subadra (Raasi)—meet unexpectedly after their respective marriages. Subadra intends to elope and remarry Praveen, leaving her husband Jagdeesh (Srikanth).",,,,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Maa_Aavida_Meeda_Ottu_Mee_Aavida_Chala_Manchidi.jpeg/250px-Maa_Aavida_Meeda_Ottu_Mee_Aavida_Chala_Manchidi.jpeg
34,Repallelo Radha,2001,Telugu,,,,,,,
35,Khaki Chokka,2001,Telugu,,,,,,,
36,Sampangi,2001,Telugu,,,Sampangi(transl.Champaka flower) is a 2001 IndianTelugu-languageromantic dramafilmdirected by Sana Yadireddy and starring newcomersDeepakandKanchi Kaul.,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Sampangi_2001.jpg/250px-Sampangi_2001.jpg
37,Chirujallu,2001,Telugu,,,,,,,
38,Prema Sandadi,2001,Telugu,,,,,,,
39,Muthyam,2001,Telugu,,,Muthyam(transl.Pearl) is a 2001 IndianTelugu-languageromantic drama filmdirected by Vasan and starringRohitandAnu Choudhury. The film was released on 26 November 2001 to mixed-to-positive reviews and was a Box Office Blockbuster.[2],,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Muthyam_poster.jpg/250px-Muthyam_poster.jpg
40,Ammaye Navvithe,2001,Telugu,,,"Ammaye Navvithe(transl.If The Girl Laughs) is a 2001Telugu-languagecomedy filmproduced by V. Anand Prasad under the Sudha Art Productions banner and directed by V. Jyoti Kumar.[1]It starsRajendra Prasad,Bhavanaand music composed byM. M. Srilekha. This movie is one of the very few Telugu movies in which Kannada Actress Bhavana Ramanna acted. Though the film was recorded as a flop at the box office, Bhavana has been praised for her acting and naive glamorous appeal.[2]",,,,https://upload.wikimedia.org/wikipedia/en/f/f3/Ammaye_Navvithe.jpg
41,Subbu,2001,Telugu,,,"Subbuis a 2001Telugu-languageromantic drama filmdirected by Rudraraju Suresh Varma and produced by Kanakapura Srinivas and P.M. Hari Kumar.[2]It starsN. T. Rama Rao Jr., succeeding his role in the hitStudent No.1, and Sonali Joshi. This film was dubbed in Hindi asTiger: One Man Army.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Subbu_telugu.jpg/250px-Subbu_telugu.jpg
42,Ishtam,2001,Telugu,,,,,,,
43,Indra,2002,Telugu,,,,,,,
44,O Chinnadana,2002,Telugu,,,,,,,
45,Raghava,2002,Telugu,,,Raghavais a 2002 Indian Telugu-language film directed by Y. Nageswara Rao and starringSureshandRajasree. The film was a box office failure.[1],,,,https://upload.wikimedia.org/wikipedia/en/8/81/Raghava_film_poster.jpg
46,Kondaveeti Simhasanam,2002,Telugu,,,,,,,
47,Action No. 1,2002,Telugu,,,,,,,
48,Nee Thodu Kavali,2002,Telugu,,,"Nee Thodu Kavali(Telugu:నీ తోడు కావాలి) (transl.I need your company) is a 2002 IndianTeluguromantic drama directed and produced byBhimaneni Srinivasa Raounder Sampada Creation.Deepak,Charmi(in her film debut) andRimi Senplayed the lead roles.[1]The film is inspired byReturn to Me(2000),[2]and it was a box office failure.[3]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Nee_Thodu_Kavali.jpg/250px-Nee_Thodu_Kavali.jpg
49,Friends,2002,Telugu,,,,,,,
50,Mounamelanoyi,2002,Telugu,,,,,,,
51,Hrudayanjali,2002,Telugu,,,Hrudayanjaliis a 2002 IndianTelugu-languageromance filmdirected by A. Raghurami Reddy. The film was completed in 1992 but was released in 2002 and won threeNandi awards.[1]The film was released to negative reception due to the delay.,,,,https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Hrudayanjali_film_poster.jpg/250px-Hrudayanjali_film_poster.jpg
52,Girl Friend,2002,Telugu,,,,,,,
53,Vachina Vaadu Suryudu,2002,Telugu,,,,,,,
54,Sontham,2002,Telugu,,,"Sontham(transl.Belonging) is a 2002 IndianTelugu-languageromantic comedyfilm written and directed bySrinu Vaitla. It starsAryan Rajesh,Namitha,Rohit, andNeha Pendse, with music composed byDevi Sri Prasad.",,,,https://upload.wikimedia.org/wikipedia/en/3/32/Sontham_film_poster.jpg
55,Prudhvi Narayana,2002,Telugu,,,,,,,
56,Malli Malli Chudali,2002,Telugu,,,,,,,
57,Pilisthe Palukutha,2002,Telugu,,,"Pilisthe Palukuthais a 2002 Indian Telugu-language divine romantic film directed by Kodi Ramakrishna. The film starsAkash,Shamita ShettywithVijay Chandarin a supporting role. The film was released on 18 October 2002. Music and background score byM. M. Keeravani.",,,,
58,Siva Rama Raju,2002,Telugu,,,,,,,
59,Yuva Rathna,2002,Telugu,,,,,,,
60,Trinetram,2002,Telugu,,,,,,,
61,Premalo Pavani Kalyan,2002,Telugu,,,,,,,
62,Ninu Choodaka Nenundalenu,2002,Telugu,,,,,,,
63,Tagore,2003,Telugu,,,"Tagoreis a 2003 IndianTelugu-languagevigilante action filmdirected byV. V. Vinayak. The film starsChiranjeevi,Shriya, andJyothika, withPrakash RajandSayaji Shindein pivotal supporting roles.[1]The film features music byMani Sharmaand cinematography byChota K. Naidu.[2]Tagoreis a remake of the 2002 Tamil filmRamanaa, with significant changes made to suit Chiranjeevi's stardom and the local context.",,,,https://upload.wikimedia.org/wikipedia/en/b/b3/Tagore_film_poster.jpg
64,Pellam Oorelithe,2003,Telugu,,,,,,,
65,Gangotri,2003,Telugu,,,,,,,
66,City,2003,Telugu,,,,,,,
67,Anaganaga O Kurraadu,2003,Telugu,,,,,,,
68,Charminar,2003,Telugu,,,,,,,
69,Nenu Pelliki Ready,2003,Telugu,,,"Nenu Pelliki Ready(transl.I am ready to get married) is a 2003 Indian Telugu-language romantic comedy film directed by Venky and starringSrikanth,Laya,Sangeetha,Anitaand Vidya.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Nenu_Pelliki_Ready.jpg/250px-Nenu_Pelliki_Ready.jpg
70,Maa Alludu Very Good,2003,Telugu,,,,,,,
71,Avuna,2003,Telugu,,,,,,,
72,Varsham,2004,Telugu,,,"Varsham(transl.Rain) is a 2004 IndianTelugu-languageromantic action filmdirected bySobhanand produced byM.S. RajuunderSumanth Art Productionsbanner. The film starsPrabhasandTrishain the lead roles whileGopichand,Prakash Raj,Paruchuri Venkateswara Rao, andChandra Mohanappear in supporting roles. The music was composed byDevi Sri Prasad, while the cinematography was handled byS. Gopal Reddy.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Varsham_2004_poster.jpg/250px-Varsham_2004_poster.jpg
73,Aaruguru Pativratalu,2004,Telugu,,,,,,,
74,Swetha Naagu,2004,Telugu,,,,,,,
75,Guri,2004,Telugu,,,"Guri(transl.Target) is 2004 Indian Telugu-languageactiondrama filmdirected by Bharat and starringSrihari,Vadde NaveenandSanghavi.",,,,https://upload.wikimedia.org/wikipedia/en/0/07/Guri_%282004_film%29.jpg
76,Seenu Vasanthi Lakshmi,2004,Telugu,,,,,,,
77,Sankharavam,2004,Telugu,,,,,,,
78,Nenu,2004,Telugu,,,"Nenu(transl.Me) is a 2004 IndianTelugu-languageromanticpsychological thriller filmreleased on 15 April 2004 starringAllari Naresh,Veda Archana, and Abhishek. This film was directed by E. Sathibabu and produced by Mullapudi Brahmanandam. It's a remake ofTamilblockbuster movieKaadhal Kondein, which starredDhanushandSonia Agarwalin lead roles. The film was a flop at the box office but received good critical acclaim, mainly for Naresh's performance as a psychotic lover.[1]",,,,https://upload.wikimedia.org/wikipedia/en/b/ba/Nenu_2004_Poster.jpg
79,Dost,2004,Telugu,,,,,,,
80,Aithe Enti,2004,Telugu,,,,,,,
81,Xtra,2004,Telugu,,,"Xtrais a 2004 Indian Telugu-language adult romantic film directed by Veeru K, produced by Ravi and Venu under 'Sri Chitra' banner. The film starsRuthikaas a Physical Director and Santosh Pawan as a college student withVadde Naveen,Brahmanandam,Krishna Bhagavan,Sudhakarand others in supporting roles.[1]BapuandRamanacomposed the film's score and soundtrack while the cinematography and editing are handled by Madhu A Naidu and Nagi Reddy respectively. The film became super hit running over 100 days in 6 centers.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Xtra_2004_poster.jpg/250px-Xtra_2004_poster.jpg
82,Koduku,2004,Telugu,,,"Koduku(transl.Son) is a 2004 Indian Telugu-language action drama film directed byM. S. Narayana. The film stars his son, Vikram (in his film debut), Aditi Agarwal andMounika.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Koduku_poster.jpg/250px-Koduku_poster.jpg
83,Ammayi Bagundi,2004,Telugu,,,,,,,
84,Pallakilo Pellikoothuru,2004,Telugu,,,Pallakilo Pellikoothuru(transl.The bride in a palanquin) is a 2004 IndianTelugu-languageromantic dramafilm directed bySuchitra Chandrabose. Its stars Raja Gowtham andRathi. The film introducesBrahmanandam's son Gowtham andBangalore-based Rathi's Telugu debut.K. Raghavendra Raoscripted the film in addition to supervising the direction.,,,,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Pallakilo_Pellikoothuru_%282004_film%29.jpg/250px-Pallakilo_Pellikoothuru_%282004_film%29.jpg
85,Gowri,2004,Telugu,,,,,,,
86,Cheppave Chirugali,2004,Telugu,,,,,,,
87,Shankar Dada M.B.B.S.,2004,Telugu,,,,,,,
88,Yuvasena,2004,Telugu,,,"Yuvasena(transl.Young troop) is a 2004 IndianTelugu-languagevigilante filmdirected byJayarajand produced bySravanthi Ravi KishoreonSri Sravanthi Moviesbanner. The film starsBharath,Sharwanand,Kishore, Padma Kumar,Narain, andGopikain lead roles. It is a remake of Jayaraj's ownMalayalamfilm4 the People(2004).[2]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Yuvasena_film_poster.jpg/250px-Yuvasena_film_poster.jpg
89,Sakhiya,2004,Telugu,,,,,,,
90,Leela Mahal Center,2004,Telugu,,,Leela Mahal Centre[a]is a 2004 IndianTelugu-languageactionromancedirected by Devi Prasad and starringAryan RajeshandSadha. The film is a remake of the 1999 Tamil filmAmarkalam.[2],,,,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Leela_Mahal_Center.jpg/250px-Leela_Mahal_Center.jpg
91,Aa Naluguru,2004,Telugu,,,,,,,
92,Naa Alludu,2005,Telugu,,,,,,,
93,Dhana 51,2005,Telugu,,,,,,,
94,Keelu Gurram,2005,Telugu,,,"Keelu Gurram(transl.Magical horse) is a 2005 IndianTelugu-language film directed byKodi Ramakrishnaand starringRohit,Baladitya,Nakul,Satyam RajeshandTanu Roy. The film was released to negative reviews.",,,,https://upload.wikimedia.org/wikipedia/en/7/73/Keelu_Gurram_%282005_film%29.jpg
95,Manasu Maata Vinadhu,2005,Telugu,,,,,,,
96,Avunanna Kaadanna,2005,Telugu,,,Aunanna Kaadanna(transl.Yes or No) is a 2005 IndianTelugu-languageromantic drama filmdirected byTeja. The film starsUday KiranandSadha.,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Avunanna_Kaadanna.jpg/250px-Avunanna_Kaadanna.jpg
97,Mr. Errababu,2005,Telugu,,,Mr. Errababuis a 2005 Indian Telugu-language romantic drama film directed by K Kishore and starringSivajiand newcomerRoma.[1],,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Mr_-_Errababu.jpeg/250px-Mr_-_Errababu.jpeg
98,Kumkuma,2005,Telugu,,,,,,,
99,Guru,2005,Telugu,,,,,,,
100,Naa Oopiri,2005,Telugu,,,"Naa Oopiri(transl.My breath) is a 2005Telugu languagefilm directed byKanmaniand starringVadde Naveen,Sangeetha, andAnjanain the lead roles.[1]This film marks the Telugu debut of Anjana, Kanmani, Deepak Dev (in his only Telugu album to date), and Suresh Urs.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Naa_Oopiri.jpg/250px-Naa_Oopiri.jpg
101,Nireekshana,2005,Telugu,,,,,,,
102,Nayakudu,2005,Telugu,,,,,,,
103,Pokiri,2006,Telugu,,,"Pokiri(transl.Rogue) is a 2006 IndianTelugu-languageaction thriller filmwritten and directed byPuri Jagannadh. The film was produced by Jagannadh andManjula Ghattamaneniby their respective production companiesVaishno AcademyandIndira Productions. The film starsMahesh Babu,Ileana D'Cruz,Prakash Raj,Nassar,Ashish VidyarthiandSayaji Shinde. In the film, a local goon whose killer instincts earns him not only his girlfriend's disapproval and a corrupt cop's enmity, but also the attention of a wanted crime boss.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Pokiri_movie_poster.jpg/250px-Pokiri_movie_poster.jpg
104,Lakshmi,2006,Telugu,,,,,,,
105,Sri Ramadasu,2006,Telugu,,,,,,,
106,Oka V Chitram,2006,Telugu,,,"Oka V Chitram(styledOka 'V' Chitram) (transl.A 'V' film/An oddity) is a 2006 IndianTelugu-languagecomedy filmwritten and directed byTeja, and produced byDasari Narayana Raoand Siri Media Pvt Ltd.[1]It starsAadhi Pinisetty,Vamsi Krishna,Poonam KaurandMadhu Shalini. The music was composed by Sri Murali. The film is inspired by the American film,Bowfingerand the Malayalam film,Udayananu Tharam. Aadhi Pinisetty made his debut in the film under the name Pradeep Pinisetty.[2]",,,,
107,Valliddari Vayasu Padahare,2006,Telugu,,,,,,,
108,Veedhi,2006,Telugu,,,"Veedhi(transl.Street) is a 2006Telugu-languagefilm directed by V Dorairaj. The film starsSharwanandandGopikawith newcomers Nataraj, Santhosh, and Aryan in important roles.Vinay Varmaplays a negative role.",,,,
109,Samanyudu,2006,Telugu,,,,,,,
110,Thrill,2006,Telugu,,,,,,,
111,Neeku Naaku,2006,Telugu,,,,,,,
112,Gopi – Goda Meeda Pilli,2006,Telugu,,,,,,,
113,Sainikudu,2006,Telugu,,,"Sainikudu(transl.Soldier) is a 2006 IndianTelugu-languagepoliticalaction drama filmco-written and directed byGunasekharand produced byC. Aswani DuttandSwapna Dutt. It starsMahesh Babu,TrishaandIrrfan Khanin the lead roles, whilePrakash Raj,Kota Srinivasa Rao,Telangana Shakuntala, andAjayplay supporting roles. The film marks Irrfan Khan's only Telugu film till date.[2][3]The music, cinematography and editing were handled byHarris Jayaraj,BalasubramaniemandA. Sreekar Prasad.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Sainikudu.jpg/250px-Sainikudu.jpg
114,Pellaina Kothalo,2006,Telugu,,,,,,,
115,Poramboku,2007,Telugu,,,,,,,
116,Sunny,2007,Telugu,,,,,,,
117,Evadaithe Nakenti,2007,Telugu,,,"Evadaithe Nakenti(transl.I don't care, whoever it is) is a 2007 IndianTelugufilm directed byV. SamudraandJeevitha.Rajasekharplays the lead role. The film was released on 9 February 2007. This film has been dubbed inTamilwith the titleUdambu Eppadi Irukku.[1][2]The film is a remake of the Malayalam film,Lion. The climax scene was remade from the 2004TamilfilmMadurey, starringVijayin the lead.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Evadaithe_Nakenti.jpg/250px-Evadaithe_Nakenti.jpg
118,Enthavaralaina,2007,Telugu,,,,,,,
119,Satyabhama,2007,Telugu,,,,,,,
120,Vijayadasami,2007,Telugu,,,"Vijayadasamiis a 2007 IndianTelugu-languageaction filmdirected byV. Samudra. A remake of the 2005TamilfilmSivakasi, it starsKalyan Ram Nandamuri,VedhikaandSai Kumar. Vedhika made herTelugu cinemadebut with this film, whileSrikanth Devaalso composed the soundtrack forSivakasithat was reused in this film, however the background score of the film also reused fromSivakasi, which was composed by his fatherDeva.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Vijayadasami_Poster.jpg/250px-Vijayadasami_Poster.jpg
121,Happy Days,2007,Telugu,,,,,,,
122,Don,2007,Telugu,,,"Donis a 2007 IndianTelugu-languageaction drama filmwritten and directed byRaghava Lawrence. Produced by M. L. Kumar Chowdary under the Sri Keerthi Creations banner, the film featuresNagarjunain the lead role, alongsideAnushka, Lawrence,Kelly Dorji, andNikita.[1][2]Lawrence also made his debut as a music composer with this film.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Don_%282007_film%29_poster.jpg/250px-Don_%282007_film%29_poster.jpg
123,Okka Magadu,2008,Telugu,,,,,,,
124,Highway,2008,Telugu,,,,,,,
125,Sundarakanda,2008,Telugu,,,"Sundarakandais a 2008 IndianTelugu-languagedrama filmdirected byBapu, starringCharmme KaurandAllari Naresh. The story is provided byMullapudi Ramanaand music byVidyasagar. This film is the remake of Hollywood filmWhat a Girl Wants(2003).[1]",,,,
126,Nee Sukhame Ne Koruthunna,2008,Telugu,,,,,,,
127,Mangathaayaru Tiffin Centre,2008,Telugu,,,,,,,
128,Kalidasu,2008,Telugu,,,,,,,
129,Michael Madana Kamaraju,2008,Telugu,,,"Michael Madana Kamarajuis a 2008Telugucomedy-dramafilm directed by Nidhi Prasad. It starsSrikanth,Charmy KaurandPrabhu Devain the lead roles.Michael Madana Kamarajuopened to mixed reviews in April 2008.[1]It was dubbed into Hindi asBadle Ki Aag(2008).",,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Michael_Madana_Kamaraju.jpg/250px-Michael_Madana_Kamaraju.jpg
130,Sangamam,2008,Telugu,,,,,,,
131,Ullasamga Utsahamga,2008,Telugu,,,,,,,
